Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
04/23/2021,"11.397,50","11.442,50","11.512,50","11.332,50","","-0,57%"
04/22/2021,"11.462,50","11.232,50","11.512,50","11.197,50","","2,09%"
04/21/2021,"11.227,50","11.242,50","11.317,50","11.162,50","","-0,24%"
04/20/2021,"11.255,00","11.242,50","11.327,50","11.197,50","","0,42%"
04/19/2021,"11.207,50","11.147,50","11.252,50","11.040,00","","0,52%"
04/18/2021,"11.150,00","11.127,50","11.192,50","11.080,00","","0,25%"
04/17/2021,"11.122,50","10.845,00","11.162,50","10.822,50","","2,23%"
04/16/2021,"10.880,00","10.815,00","10.927,50","10.687,50","","0,48%"
04/15/2021,"10.827,50","10.667,50","10.857,50","10.532,50","","1,40%"
04/14/2021,"10.677,50","10.752,50","10.977,50","10.670,00","","-0,54%"
04/13/2021,"10.735,00","10.742,50","10.770,00","10.632,50","","0,16%"
04/12/2021,"10.717,50","10.807,50","10.807,50","10.702,50","","-1,79%"
04/11/2021,"10.912,50","10.882,50","10.985,00","10.875,00","","0,37%"
04/10/2021,"10.872,50","10.942,50","10.980,00","10.842,50","","-0,71%"
04/09/2021,"10.950,00","10.952,50","10.997,50","10.812,50","","-0,25%"
04/08/2021,"10.977,50","10.842,50","11.015,00","10.807,50","","1,29%"
04/07/2021,"10.837,50","10.992,50","11.082,50","10.775,00","","-1,45%"
04/06/2021,"10.997,50","11.022,50","11.112,50","10.972,50","","-0,36%"
04/05/2021,"11.037,50","10.847,50","11.057,50","10.757,50","","1,63%"
04/04/2021,"10.860,00","10.790,00","10.932,50","10.725,00","","0,70%"
04/03/2021,"10.785,00","10.787,50","10.840,00","10.755,00","","0,35%"
04/02/2021,"10.747,50","10.790,00","10.947,50","10.727,50","","-0,37%"
04/01/2021,"10.787,50","10.917,50","10.937,50","10.770,00","","-1,57%"
03/31/2021,"10.960,00","10.857,50","11.002,50","10.830,00","","0,90%"
03/30/2021,"10.862,50","11.192,50","11.197,50","10.757,50","","-3,14%"
03/29/2021,"11.215,00","11.090,00","11.232,50","11.052,50","","0,74%"
03/28/2021,"11.132,50","11.195,00","11.410,00","11.077,50","","-0,58%"
03/27/2021,"11.197,50","11.282,50","11.435,00","11.137,50","","0,90%"
03/26/2021,"11.097,50","11.015,00","11.192,50","10.942,50","","0,82%"
03/25/2021,"11.007,50","10.877,50","11.067,50","10.790,00","","1,36%"
03/24/2021,"10.860,00","10.755,00","10.920,00","10.740,00","","1,07%"
03/23/2021,"10.745,00","10.867,50","10.890,00","10.722,50","","-1,22%"
03/22/2021,"10.877,50","10.882,50","10.892,50","10.745,00","","0,05%"
03/21/2021,"10.872,50","10.962,50","10.965,00","10.737,50","","-0,80%"
03/20/2021,"10.960,00","11.027,50","11.082,50","10.952,50","","-0,57%"
03/19/2021,"11.022,50","11.090,00","11.160,00","11.010,00","","-0,54%"
03/18/2021,"11.082,50","11.195,00","11.337,50","11.052,50","","-0,98%"
03/17/2021,"11.192,50","11.397,50","11.410,00","11.177,50","","-1,78%"
03/16/2021,"11.395,00","11.330,00","11.477,50","11.282,50","","0,64%"
03/15/2021,"11.322,50","11.312,50","11.510,00","11.270,00","","0,18%"
03/14/2021,"11.302,50","11.342,50","11.362,50","11.240,00","","-0,18%"
03/13/2021,"11.322,50","11.327,50","11.572,50","11.260,00","","-0,22%"
03/12/2021,"11.347,50","11.412,50","11.440,00","11.312,50","","-0,61%"
03/11/2021,"11.417,50","11.757,50","11.767,50","11.397,50","","-3,04%"
03/10/2021,"11.775,00","11.752,50","11.815,00","11.585,00","","0,04%"
03/09/2021,"11.770,00","11.825,00","11.917,50","11.627,50","","-0,19%"
03/08/2021,"11.792,50","11.747,50","11.920,00","11.732,50","","0,43%"
03/07/2021,"11.742,50","11.942,50","11.962,50","11.690,00","","-1,63%"
03/06/2021,"11.937,50","11.865,00","12.157,50","11.770,00","","0,80%"
03/05/2021,"11.842,50","11.552,50","11.917,50","11.492,50","","2,60%"
03/04/2021,"11.542,50","11.762,50","11.800,00","11.497,50","","-1,79%"
03/03/2021,"11.752,50","11.740,00","11.852,50","11.710,00","","0,11%"
03/02/2021,"11.740,00","11.905,00","11.945,00","11.702,50","","-1,16%"
03/01/2021,"11.877,50","12.185,00","12.185,00","11.810,00","","-2,48%"
02/28/2021,"12.180,00","12.225,00","12.335,00","12.082,50","","-0,27%"
02/27/2021,"12.212,50","12.415,00","12.535,00","12.205,00","","-1,43%"
02/26/2021,"12.390,00","12.447,50","12.547,50","12.362,50","","-0,54%"
02/25/2021,"12.457,50","12.580,00","12.727,50","12.455,00","","-0,12%"
02/24/2021,"12.472,50","12.312,50","12.630,00","12.310,00","","1,40%"
02/23/2021,"12.300,00","12.375,00","12.422,50","12.202,50","","-0,45%"
02/22/2021,"12.355,00","12.527,50","12.602,50","12.327,50","","-1,46%"
02/21/2021,"12.537,50","12.600,00","12.632,50","12.397,50","","-0,26%"
02/20/2021,"12.570,00","12.715,00","12.812,50","12.550,00","","-0,95%"
02/19/2021,"12.690,00","12.675,00","12.875,00","12.615,00","","-0,12%"
02/18/2021,"12.705,00","12.625,00","12.782,50","12.387,50","","-0,04%"
02/17/2021,"12.710,00","13.005,00","13.015,00","12.687,50","","-2,06%"
02/16/2021,"12.977,50","12.657,50","13.020,00","12.592,50","","2,51%"
02/15/2021,"12.660,00","12.485,00","12.670,00","12.410,00","","-0,02%"
02/14/2021,"12.662,50","12.540,00","12.732,50","12.362,50","","0,90%"
02/13/2021,"12.550,00","12.885,00","12.985,00","12.410,00","","-2,88%"
02/12/2021,"12.922,50","12.507,50","12.970,00","12.437,50","","3,03%"
02/11/2021,"12.542,50","12.430,00","12.630,00","12.322,50","","0,86%"
02/10/2021,"12.435,00","12.525,00","12.590,00","12.332,50","","-0,90%"
02/09/2021,"12.547,50","12.560,00","12.795,00","12.530,00","","0,02%"
02/08/2021,"12.545,00","12.810,00","12.900,00","12.510,00","","-2,11%"
02/07/2021,"12.815,00","12.937,50","13.072,50","12.787,50","","-1,06%"
02/06/2021,"12.952,50","12.860,00","13.020,00","12.755,00","","1,01%"
02/05/2021,"12.822,50","13.132,50","13.222,50","12.785,00","","-3,32%"
02/04/2021,"13.262,50","12.675,00","13.292,50","12.672,50","","4,76%"
02/03/2021,"12.660,00","12.512,50","12.692,50","12.452,50","","1,34%"
02/02/2021,"12.492,50","12.372,50","12.617,50","12.307,50","","1,01%"
02/01/2021,"12.367,50","12.252,50","12.467,50","12.130,00","","0,77%"
01/31/2021,"12.272,50","12.442,50","12.442,50","12.250,00","","-1,13%"
01/30/2021,"12.412,50","12.610,00","12.702,50","12.410,00","","-1,49%"
01/29/2021,"12.600,00","12.622,50","12.780,00","12.562,50","","-0,24%"
01/28/2021,"12.630,00","12.227,50","12.650,00","12.082,50","","3,42%"
01/27/2021,"12.212,50","12.417,50","12.445,00","12.165,00","","-1,57%"
01/26/2021,"12.407,50","12.292,50","12.492,50","12.255,00","","0,61%"
01/25/2021,"12.332,50","12.475,00","12.545,00","12.227,50","","-1,06%"
01/24/2021,"12.465,00","12.482,50","12.590,00","12.390,00","","-0,10%"
01/23/2021,"12.477,50","12.505,00","12.627,50","12.365,00","","-0,06%"
01/22/2021,"12.485,00","12.775,00","12.805,00","12.375,00","","-2,42%"
01/21/2021,"12.795,00","12.800,00","12.855,00","12.697,50","","-0,16%"
01/20/2021,"12.815,00","13.267,50","13.350,00","12.780,00","","-3,70%"
01/19/2021,"13.307,50","13.462,50","13.565,00","13.212,50","","-1,06%"
01/18/2021,"13.450,00","13.610,00","13.657,50","13.440,00","","-1,36%"
01/17/2021,"13.635,00","13.417,50","13.675,00","13.312,50","","1,53%"
01/16/2021,"13.430,00","13.260,00","13.475,00","13.220,00","","1,44%"
01/15/2021,"13.240,00","13.575,00","13.575,00","13.190,00","","-2,54%"
01/14/2021,"13.585,00","13.552,50","13.740,00","13.470,00","","0,20%"
01/13/2021,"13.557,50","13.655,00","13.772,50","13.512,50","","-0,31%"
01/12/2021,"13.600,00","13.625,00","13.847,50","13.492,50","","0,35%"
01/11/2021,"13.552,50","13.335,00","13.625,00","13.202,50","","1,67%"
01/10/2021,"13.330,00","12.927,50","13.457,50","12.835,00","","3,45%"
01/09/2021,"12.885,00","13.430,00","13.465,00","12.770,00","","-4,06%"
01/08/2021,"13.430,00","13.527,50","13.605,00","13.382,50","","-0,74%"
01/07/2021,"13.530,00","13.765,00","13.895,00","13.470,00","","-2,05%"
01/06/2021,"13.812,50","13.857,50","13.992,50","13.625,00","","-0,41%"
01/05/2021,"13.870,00","14.022,50","14.140,00","13.845,00","","-1,14%"
01/04/2021,"14.030,00","13.867,50","14.055,00","13.842,50","","1,14%"
01/03/2021,"13.872,50","13.717,50","13.922,50","13.602,50","","1,35%"
01/02/2021,"13.687,50","13.502,50","13.730,00","13.305,00","","1,28%"
01/01/2021,"13.515,00","13.350,00","13.562,50","13.085,00","","1,27%"
12/31/2020,"13.345,00","13.407,50","13.560,00","13.275,00","","-0,34%"
12/30/2020,"13.390,00","13.992,50","14.072,50","13.365,00","","-4,87%"
12/29/2020,"14.075,00","13.877,50","14.115,00","13.805,00","","1,30%"
12/28/2020,"13.895,00","13.825,00","13.897,50","13.660,00","","0,82%"
12/27/2020,"13.782,50","13.737,50","13.887,50","13.672,50","","-0,11%"
12/26/2020,"13.797,50","13.802,50","13.840,00","13.610,00","","0,60%"
12/25/2020,"13.715,00","13.622,50","13.835,00","13.565,00","","0,77%"
12/24/2020,"13.610,00","13.355,00","13.770,00","13.277,50","","1,78%"
12/23/2020,"13.372,50","13.590,00","13.642,50","13.355,00","","-1,05%"
12/22/2020,"13.515,00","13.462,50","13.632,50","13.310,00","","0,67%"
12/21/2020,"13.425,00","13.670,00","13.780,00","13.225,00","","-1,76%"
12/20/2020,"13.665,00","13.527,50","13.697,50","13.322,50","","0,90%"
12/19/2020,"13.542,50","13.640,00","13.762,50","13.477,50","","-0,70%"
12/18/2020,"13.637,50","13.985,00","14.055,00","13.607,50","","-2,36%"
12/17/2020,"13.967,50","14.247,50","14.287,50","13.915,00","","-1,88%"
12/16/2020,"14.235,00","13.947,50","14.397,50","13.882,50","","2,06%"
12/15/2020,"13.947,50","14.105,00","14.105,00","13.567,50","","-1,59%"
12/14/2020,"14.172,50","14.135,00","14.277,50","14.005,00","","0,75%"
12/13/2020,"14.067,50","13.972,50","14.237,50","13.972,50","","0,77%"
12/12/2020,"13.960,00","14.207,50","14.250,00","13.862,50","","-1,74%"
12/11/2020,"14.207,50","14.145,00","14.357,50","14.042,50","","0,53%"
12/10/2020,"14.132,50","14.355,00","14.480,00","13.995,00","","-1,43%"
12/09/2020,"14.337,50","14.580,00","14.747,50","14.332,50","","-1,63%"
12/08/2020,"14.575,00","14.907,50","14.940,00","14.525,00","","-2,51%"
12/07/2020,"14.950,00","14.795,00","15.090,00","14.760,00","","1,15%"
12/06/2020,"14.780,00","14.827,50","15.015,00","14.722,50","","-0,61%"
12/05/2020,"14.870,00","14.895,00","15.020,00","14.517,50","","-0,18%"
12/04/2020,"14.897,50","14.780,00","14.912,50","14.557,50","","0,76%"
12/03/2020,"14.785,00","15.375,00","15.412,50","14.730,00","","-3,81%"
12/02/2020,"15.370,00","15.077,50","15.390,00","14.980,00","","1,94%"
12/01/2020,"15.077,50","14.962,50","15.192,50","14.917,50","","0,79%"
11/30/2020,"14.960,00","14.705,00","15.025,00","14.697,50","","1,54%"
11/29/2020,"14.732,50","14.995,00","15.055,00","14.595,00","","-1,67%"
11/28/2020,"14.982,50","15.165,00","15.332,50","14.932,50","","-1,24%"
11/27/2020,"15.170,00","15.255,00","15.402,50","15.102,50","","-0,75%"
11/26/2020,"15.285,00","15.687,50","15.702,50","15.110,00","","-2,36%"
11/25/2020,"15.655,00","15.272,50","15.712,50","15.172,50","","2,59%"
11/24/2020,"15.260,00","15.265,00","15.390,00","15.157,50","","0,00%"
11/23/2020,"15.260,00","15.462,50","15.542,50","15.252,50","","-1,29%"
11/22/2020,"15.460,00","15.410,00","15.517,50","15.277,50","","0,34%"
11/21/2020,"15.407,50","15.647,50","15.837,50","15.365,00","","-1,46%"
11/20/2020,"15.635,00","15.762,50","15.840,00","15.622,50","","-0,78%"
11/19/2020,"15.757,50","15.492,50","15.810,00","15.255,00","","1,69%"
11/18/2020,"15.495,00","15.392,50","15.517,50","15.247,50","","0,55%"
11/17/2020,"15.410,00","15.300,00","15.677,50","15.117,50","","0,77%"
11/16/2020,"15.292,50","15.082,50","15.362,50","15.070,00","","1,46%"
11/15/2020,"15.072,50","14.825,00","15.187,50","14.692,50","","1,55%"
11/14/2020,"14.842,50","14.860,00","15.017,50","14.780,00","","0,76%"
11/13/2020,"14.730,00","14.890,00","15.055,00","14.687,50","","-1,09%"
11/12/2020,"14.892,50","14.610,00","14.937,50","14.530,00","","1,99%"
11/11/2020,"14.602,50","14.795,00","14.800,00","14.447,50","","-1,45%"
11/10/2020,"14.817,50","14.727,50","14.835,00","14.562,50","","0,59%"
11/09/2020,"14.730,00","14.687,50","14.737,50","14.542,50","","0,67%"
11/08/2020,"14.632,50","14.602,50","14.872,50","14.585,00","","0,26%"
11/07/2020,"14.595,00","14.460,00","14.737,50","14.455,00","","1,02%"
11/06/2020,"14.447,50","14.477,50","14.630,00","14.362,50","","-0,14%"
11/05/2020,"14.467,50","14.455,00","14.660,00","14.210,00","","0,00%"
11/04/2020,"14.467,50","14.035,00","14.512,50","14.035,00","","3,03%"
11/03/2020,"14.042,50","13.877,50","14.127,50","13.797,50","","1,37%"
11/02/2020,"13.852,50","13.915,00","13.950,00","13.795,00","","-0,61%"
11/01/2020,"13.937,50","13.935,00","13.942,50","13.767,50","","0,22%"
10/31/2020,"13.907,50","13.945,00","14.115,00","13.745,00","","-0,43%"
10/30/2020,"13.967,50","13.907,50","14.065,00","13.812,50","","0,45%"
10/29/2020,"13.905,00","13.927,50","14.195,00","13.772,50","","-0,27%"
10/28/2020,"13.942,50","13.767,50","14.042,50","13.767,50","","1,14%"
10/27/2020,"13.785,00","13.685,00","13.827,50","13.557,50","","0,80%"
10/26/2020,"13.675,00","13.827,50","13.945,00","13.672,50","","-1,37%"
10/25/2020,"13.865,00","14.277,50","14.305,00","13.807,50","","-2,97%"
10/24/2020,"14.290,00","14.167,50","14.297,50","13.925,00","","0,81%"
10/23/2020,"14.175,00","14.092,50","14.240,00","13.950,00","","0,67%"
10/22/2020,"14.080,00","14.230,00","14.440,00","14.035,00","","-1,42%"
10/21/2020,"14.282,50","14.857,50","14.875,00","13.835,00","","-3,82%"
10/20/2020,"14.850,00","15.050,00","15.242,50","14.527,50","","-1,48%"
10/19/2020,"15.072,50","15.317,50","16.687,50","14.817,50","","-1,44%"
10/18/2020,"15.292,50","14.300,00","15.865,00","14.205,00","","6,85%"
10/17/2020,"14.312,50","14.165,00","14.322,50","13.880,00","","0,85%"
10/16/2020,"14.192,50","13.947,50","14.372,50","13.860,00","","2,09%"
10/15/2020,"13.902,50","13.777,50","14.077,50","13.702,50","","0,96%"
10/14/2020,"13.770,00","13.820,00","13.850,00","13.520,00","","-0,38%"
10/13/2020,"13.822,50","13.735,00","13.900,00","13.565,00","","0,67%"
10/12/2020,"13.730,00","13.447,50","13.785,00","13.402,50","","1,99%"
10/11/2020,"13.462,50","13.307,50","13.505,00","13.097,50","","1,51%"
10/10/2020,"13.262,50","13.272,50","13.320,00","12.942,50","","-0,56%"
10/09/2020,"13.337,50","13.197,50","13.482,50","13.195,00","","1,29%"
10/08/2020,"13.167,50","13.525,00","13.535,00","12.997,50","","-2,43%"
10/07/2020,"13.495,00","13.462,50","13.642,50","13.415,00","","0,86%"
10/06/2020,"13.380,00","13.042,50","13.407,50","13.017,50","","2,65%"
10/05/2020,"13.035,00","12.965,00","13.137,50","12.877,50","","0,52%"
10/04/2020,"12.967,50","13.027,50","13.215,00","12.930,00","","-0,27%"
10/03/2020,"13.002,50","12.937,50","13.090,00","12.820,00","","0,12%"
10/02/2020,"12.987,50","13.105,00","13.265,00","12.902,50","","-1,31%"
10/01/2020,"13.160,00","13.555,00","13.662,50","13.060,00","","-2,59%"
09/30/2020,"13.510,00","13.475,00","13.570,00","13.217,50","","0,39%"
09/29/2020,"13.457,50","13.500,00","13.610,00","13.382,50","","-0,11%"
09/28/2020,"13.472,50","13.555,00","13.572,50","13.360,00","","-0,90%"
09/27/2020,"13.595,00","13.585,00","13.785,00","13.515,00","","-0,06%"
09/26/2020,"13.602,50","13.810,00","13.845,00","13.527,50","","-1,40%"
09/25/2020,"13.795,00","13.837,50","14.027,50","13.765,00","","-0,63%"
09/24/2020,"13.882,50","13.747,50","13.922,50","13.617,50","","1,39%"
09/23/2020,"13.692,50","13.815,00","13.840,00","13.647,50","","-0,92%"
09/22/2020,"13.820,00","13.230,00","13.897,50","13.120,00","","4,64%"
09/21/2020,"13.207,50","13.557,50","13.567,50","13.140,00","","-2,46%"
09/20/2020,"13.540,00","13.597,50","13.615,00","13.347,50","","-0,68%"
09/19/2020,"13.632,50","13.452,50","13.707,50","13.402,50","","1,62%"
09/18/2020,"13.415,00","13.485,00","13.522,50","13.222,50","","-0,57%"
09/17/2020,"13.492,50","13.467,50","13.515,00","13.307,50","","0,77%"
09/16/2020,"13.390,00","13.732,50","13.825,00","13.305,00","","-2,53%"
09/15/2020,"13.737,50","13.800,00","13.882,50","13.730,00","","-0,72%"
09/14/2020,"13.837,50","13.920,00","14.030,00","13.705,00","","-0,70%"
09/13/2020,"13.935,00","13.810,00","14.060,00","13.670,00","","1,46%"
09/12/2020,"13.735,00","13.770,00","13.865,00","13.675,00","","-0,63%"
09/11/2020,"13.822,50","13.592,50","13.840,00","13.385,00","","0,33%"
09/10/2020,"13.777,50","13.602,50","13.935,00","13.410,00","","1,81%"
09/09/2020,"13.532,50","13.640,00","13.795,00","13.467,50","","-0,90%"
09/08/2020,"13.655,00","13.722,50","13.860,00","13.575,00","","-0,15%"
09/07/2020,"13.675,00","14.102,50","14.237,50","13.660,00","","-3,34%"
09/06/2020,"14.147,50","13.940,00","14.417,50","13.940,00","","1,07%"
09/05/2020,"13.997,50","13.455,00","14.132,50","13.412,50","","4,19%"
09/04/2020,"13.435,00","13.100,00","13.562,50","13.082,50","","2,48%"
09/03/2020,"13.110,00","13.042,50","13.160,00","12.967,50","","1,24%"
09/02/2020,"12.950,00","13.095,00","13.112,50","12.790,00","","-1,67%"
09/01/2020,"13.170,00","13.220,00","13.320,00","12.877,50","","-0,04%"
08/31/2020,"13.175,00","13.517,50","13.712,50","13.155,00","","-1,27%"
08/30/2020,"13.345,00","13.565,00","13.565,00","13.257,50","","-2,41%"
08/29/2020,"13.675,00","13.455,00","13.817,50","13.300,00","","1,20%"
08/28/2020,"13.512,50","13.962,50","13.975,00","13.190,00","","-3,19%"
08/27/2020,"13.957,50","13.535,00","14.027,50","13.427,50","","3,48%"
08/26/2020,"13.487,50","13.387,50","13.622,50","13.345,00","","0,71%"
08/25/2020,"13.392,50","13.827,50","13.912,50","13.300,00","","-3,25%"
08/24/2020,"13.842,50","13.685,00","14.052,50","13.685,00","","1,54%"
08/23/2020,"13.632,50","13.597,50","13.827,50","13.537,50","","-0,49%"
08/22/2020,"13.700,00","13.505,00","13.910,00","13.460,00","","1,24%"
08/21/2020,"13.532,50","12.850,00","13.660,00","12.725,00","","5,54%"
08/20/2020,"12.822,50","12.747,50","12.897,50","12.582,50","","0,69%"
08/19/2020,"12.735,00","12.685,00","12.840,00","12.647,50","","0,37%"
08/18/2020,"12.687,50","12.495,00","12.745,00","12.360,00","","1,81%"
08/17/2020,"12.462,50","12.410,00","12.595,00","12.380,00","","0,38%"
08/16/2020,"12.415,00","12.562,50","12.595,00","12.382,50","","-1,10%"
08/15/2020,"12.552,50","12.862,50","12.870,00","12.192,50","","-2,56%"
08/14/2020,"12.882,50","12.725,00","12.977,50","12.710,00","","1,74%"
08/13/2020,"12.662,50","12.642,50","12.737,50","12.560,00","","0,36%"
08/12/2020,"12.617,50","12.867,50","12.897,50","12.585,00","","-1,96%"
08/11/2020,"12.870,00","12.655,00","13.192,50","12.650,00","","1,62%"
08/10/2020,"12.665,00","12.577,50","12.780,00","12.517,50","","0,68%"
08/09/2020,"12.580,00","12.542,50","12.662,50","12.350,00","","0,26%"
08/08/2020,"12.547,50","12.635,00","12.667,50","12.435,00","","-0,75%"
08/07/2020,"12.642,50","12.427,50","12.712,50","12.372,50","","1,57%"
08/06/2020,"12.447,50","12.625,00","12.632,50","12.352,50","","-1,60%"
08/05/2020,"12.650,00","12.557,50","12.835,00","12.477,50","","-0,02%"
08/04/2020,"12.652,50","12.297,50","12.945,00","12.160,00","","2,43%"
08/03/2020,"12.352,50","12.065,00","12.417,50","11.952,50","","2,40%"
08/02/2020,"12.062,50","12.010,00","12.082,50","11.815,00","","-0,14%"
08/01/2020,"12.080,00","12.047,50","12.222,50","11.935,00","","-0,02%"
07/31/2020,"12.082,50","12.000,00","12.102,50","11.862,50","","0,58%"
07/30/2020,"12.012,50","11.765,00","12.110,00","11.710,00","","2,08%"
07/29/2020,"11.767,50","11.807,50","11.827,50","11.660,00","","-0,40%"
07/28/2020,"11.815,00","11.570,00","11.847,50","11.487,50","","2,14%"
07/27/2020,"11.567,50","11.182,50","11.627,50","11.152,50","","3,35%"
07/26/2020,"11.192,50","11.145,00","11.320,00","11.035,00","","0,88%"
07/25/2020,"11.095,00","11.107,50","11.222,50","11.082,50","","-0,11%"
07/24/2020,"11.107,50","11.182,50","11.225,00","10.980,00","","-0,94%"
07/23/2020,"11.212,50","10.950,00","11.232,50","10.845,00","","2,40%"
07/22/2020,"10.950,00","10.985,00","11.137,50","10.875,00","","-0,48%"
07/21/2020,"11.002,50","10.827,50","11.032,50","10.742,50","","1,66%"
07/20/2020,"10.822,50","10.897,50","10.927,50","10.757,50","","-0,78%"
07/19/2020,"10.907,50","11.365,00","11.380,00","10.867,50","","-4,17%"
07/18/2020,"11.382,50","11.342,50","11.467,50","11.277,50","","0,60%"
07/17/2020,"11.315,00","11.172,50","11.425,00","10.942,50","","1,55%"
07/16/2020,"11.142,50","11.420,00","11.442,50","11.112,50","","-2,52%"
07/15/2020,"11.430,00","11.362,50","11.497,50","11.285,00","","0,44%"
07/14/2020,"11.380,00","11.602,50","11.642,50","11.267,50","","-1,79%"
07/13/2020,"11.587,50","11.995,00","12.020,00","11.577,50","","-3,70%"
07/12/2020,"12.032,50","11.925,00","12.095,00","11.895,00","","0,96%"
